base,derived,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,wiktionary_url
legen,umlegen,um-,ambiguous,Verb,etwas um etwas winden etwas oder jemanden in seiner Position verändern etwas zeitlich verschieben Kosten verteilen umgangssprachlich : jemanden töten,,,Sie legte sich einen modischen Schal um.,https://de.wiktionary.org/wiki/umlegen
legen,unterlegen,unter-,ambiguous,Verb,transitiv : etwas durch etwas ergänzen,,,Der Kurzfilm wurde mit Musik von Pink Floyd unterlegt.,https://de.wiktionary.org/wiki/unterlegen
legen,verlegen,ver-,inseparable,Verb,"transitiv : eine Sache an einem Ort ablegen, an den man sich später nicht mehr erinnern kann (meist im Nachhinein benutzt: verlegt haben) transitiv : etwas an eine dafür vorgesehene Stelle bringen (zum Beispiel einen Bodenbelag (Dielen, Parkett, Laminat) aufbringen; ein Rohr unter die Erde legen) transitiv : von einem Zeitpunkt auf einen anderen verschieben transitiv : von einem Ort zu einem anderen bewegen transitiv : ein Buch veröffentlichen reflexiv , mit Präposition ‚auf‘ : sich zu einer bestimmten Haltung entscheiden, sich mit etwas beschäftigen intransitiv , fachsprachlich , Militär : Standort / Sitz ändern",,,Jetzt habe ich den Schlüssel schon wieder verlegt!,https://de.wiktionary.org/wiki/verlegen
legen,vorlegen,vor-,separable,Verb,"räumlich , eher selten: etwas herausholen und öffentlich präsentieren Geld leihweise zur Verfügung stellen etwas jemand anderem zur Prüfung geben etwas bekanntmachen Sport : jemandem so zuspielen, dass der Pass genau in die richtige Richtung des Empfängers geht Gastronomie : vor den Augen des Gastes Speisen auf den Teller legen mit etwas in Vorleistung gehen, gleich am Anfang etwas leisten in der Verbindung ›einen Riegel vorlegen‹: verschließen, beenden",,,"Wir müssen einen Putzlappen vorlegen, damit man sich die Füße abtreten kann.",https://de.wiktionary.org/wiki/vorlegen
legen,weglegen,weg-,separable,Verb,transitiv : etwas von seiner Stelle entfernen und woanders belassen,,,Leg doch endlich mal das Buch weg ; es stört hier!,https://de.wiktionary.org/wiki/weglegen
legen,widerlegen,wider-,ambiguous,Verb,"eine Behauptung widerlegen = beweisen, dass die Behauptung falsch ist",,,"Ein Gegenbeispiel reicht, um eine Hypothese zu widerlegen.",https://de.wiktionary.org/wiki/widerlegen
legen,zerlegen,zer-,inseparable,Verb,"transitiv : etwas in seine Komponenten aufteilen, in seine Einzelteile auflösen transitiv : in Teile schneiden transitiv , übertragen : analysieren, einzeln untersuchen",,,Die neue Fräsmaschine wurde in ihre Einzelteile zerlegt.,https://de.wiktionary.org/wiki/zerlegen
legen,zulegen,zu-,separable,Verb,"größer werden Gewicht : schwerer oder dicker werden zusätzlich zu etwas, was bereits gewählt wurde, beifügen in seinen Besitz überführen, (meist durch Kauf) Mehrere Bedeutungen fehlen noch.",,,"„Die Investitionen in Immobilien legten um 6,2 Prozent zu .“",https://de.wiktionary.org/wiki/zulegen
legen,zurücklegen,zurück-,separable,Verb,"eine Strecke bewältigen , durchmessen nach hinten beugen , nach hinten legen auf den ursprünglichen Platz bringen vorläufig nicht verkaufen Geld für die spätere Verwendung ansammeln ; sparen österreichisch : auf ein Amt oder eine Funktion verzichten",,,Das Flugzeug legt in einer Stunde etwa 800 Kilometer zurück.,https://de.wiktionary.org/wiki/zur%C3%BCcklegen
legen,zusammenlegen,zusammen-,separable,Verb,"etwas, das an getrennten Orten ist/liegt an einem Ort zusammenführen etwas, das in einem ausgebreiteten Zustand ist, auf ein kleineres Maß reduzieren / falten gemeinsam Geld stiften , um etwas damit zu finanzieren die Hände sich berühren lassen",,,"Die beiden Kommunen haben sich darauf geeinigt, ihre Planungsabteilungen zusammenzulegen .",https://de.wiktionary.org/wiki/zusammenlegen
legen,überlegen,über-,ambiguous,Verb,"jemanden/sich oder etwas mit einer Decke, einem Tuch oder dergleichen zudecken, bedecken; jemandem/sich etwas über die Schultern legen umgangssprachlich : jemandem Schläge auf das Hinterteil geben, den Hintern versohlen",,,Mit elegantem Schwung legte sie sich die Nerzstola über.,https://de.wiktionary.org/wiki/%C3%BCberlegen
liegen,anliegen,an-,separable,Verb,Im oberdeutschen Bereich wird auch das Hilfsverb sein benutzt.,,,"„Nun sind es aber nicht nur diese niedrigen Oerter, die an der See anliegen / als Holland und Seeland; sondern auch der gröste Theil von Flandern und Brabant, ob sie schon nicht so niedrig liegen, sondern vielmehr in einer solchen Höhe/ daß ihnen keine Uberschwemmung der See im geringsten schaden kan, wenn auch gleich die Sand Hügel und Duyns am Strand noch so sehr durchbrochen oder abgegraben würden, so liegen sie dennoch so gleich und eben, als Holland und Seeland selbst.“",https://de.wiktionary.org/wiki/anliegen
liegen,beiliegen,bei-,separable,Verb,in einem Konvolut ebenfalls vorhanden sein Geschlechtsverkehr haben Seefahrt : trotz Wind in einer stabilen Position verbleiben,,,„Die entsprechenden Unterlagen liegen bei .“,https://de.wiktionary.org/wiki/beiliegen
liegen,durchliegen,durch-,ambiguous,Verb,transitiv : etwas durch langes Daraufliegen abnutzen reflexiv : sich durch langes Liegen ein Druckgeschwür zuziehen,,,"Eine Matratze liegt man ja nicht so schnell durch. Aber wenn man eine Matratze mit der Zeit doch durchliegt, muss man eine neue kaufen.",https://de.wiktionary.org/wiki/durchliegen
liegen,einliegen,ein-,separable,Verb,"die Nacht oder auch eine gewisse Zeit (zum Beispiel im Krankenhaus oder in einem Lager) verbringen als Nahrungsmittel in Lake schwimmen, in Salz gebettet sein",,,Das Heer lag in einem Vorort von Dubrovnik ein .,https://de.wiktionary.org/wiki/einliegen
liegen,erliegen,er-,inseparable,Verb,"an etwas sterben etwas oder jemandem nicht widerstehen können, von etwas/jemandem überwältigt werden Österreich : hinterlegt sein",,,"„Müller erwarb sich hohe Verdienste um den Wiederaufbau des Seminarbetriebs nach 1945 und hat in der Lehrtätigkeit, solange die Lehrkanzel nach Kriegsende unbesetzt war, überdurchschnittliche Leistungen erbracht; den sich selbst zugemuteten Anstrengungen ist er erlegen .“",https://de.wiktionary.org/wiki/erliegen
liegen,unterliegen,unter-,ambiguous,Verb,"Hilfsverb sein : besiegt werden Hilfsverb haben : einer Sache ausgesetzt sein; davon beeinflusst , bestimmt werden",,,„In der Schlacht bei Hohenlinden in der Nähe Münchens unterliegt Österreich erneut französischen Truppen.“,https://de.wiktionary.org/wiki/unterliegen
liegen,vorliegen,vor-,separable,Verb,"Das Verb wird heute nur noch unpersönlich verwendet. Die räumliche Bedeutung, die es einmal hatte, verschwand mehr und mehr vor den übertragenen Bedeutungen.",,,"„Schon kurz darauf scheint das Interesse an der Kapelle nachgelassen haben, da kaum noch schriftliche Zeugnisse vorliegen. “",https://de.wiktionary.org/wiki/vorliegen
liegen,zurückliegen,zurück-,separable,Verb,"Im süddeutschen, österreichischen und schweizerischen Sprachgebrauch werden die zusammengesetzten Verbformen mit sein gebildet.",,,Das Eozän liegt schon lange zurück.,https://de.wiktionary.org/wiki/zur%C3%BCckliegen
liegen,zusammenliegen,zusammen-,separable,Verb,"In Süddeutschland , Österreich und der Schweiz wird als Hilfsverb neben haben auch sein benutzt.",,,"„Obwohl beide Gebäude recht dicht zusammenliegen (es werden sogar dieselben Start- und Landebahnen genutzt), ist das Umsteigen nur über öffentliche Straßen möglich, die in Manila chronisch überlastet sind.“",https://de.wiktionary.org/wiki/zusammenliegen
nehmen,abnehmen,ab-,separable,Verb,"von einer Stelle entfernen [a] von einem Gegenstand herunterholen [b] vom Kopf herunternehmen [c] chirurgisch entfernen eine Aufgabe oder einen Gegenstand von jemand anderem übernehmen [a] gegen Geld übernehmen [b] Kinder spielen im Schulalter wie folgt: einen zum Kreis zusammengeknoteten Faden, zwischen vier Fingern beider Hände gespannt gehalten, mit vier Fingern vom Partner übernehmen und dabei eine andere Figur erzeugen, wobei mehrere Stellen des Fadens um denselben Finger laufen übertragen : einer Aussage Glauben schenken (siehe auch abkaufen ) sich etwas geben lassen überprüfen und freigeben wegnehmen [a] unrechtmäßig an sich nehmen [b] beschlagnahmen kleiner oder weniger werden [b] Mond : kleiner werden des beleuchteten Bereichs [c] leichter oder schlanker werden [d] beim Stricken : die Länge der aktuellen Reihe verringern durch Zusammenfassen von Maschen der vorangehenden Reihe Telefonhörer abheben",,,[1a] Die Birnen sind reif. Wir müssen sie noch heute abnehmen.,https://de.wiktionary.org/wiki/abnehmen
nehmen,annehmen,an-,separable,Verb,"eine Vermutung anstellen in Empfang nehmen einen Vorschlag oder ein Angebot : akzeptieren reflexiv , mit Genitiv : sich einer Person oder Sache annehmen, sich mit einer Person oder Sache befassen , sich mit einer Person oder Sache beschäftigen Sport : einen Ball , der einem zugepasst wurde, unter Kontrolle bringen",,,"Ich nehme an, hier geht es zum Hauptbahnhof.",https://de.wiktionary.org/wiki/annehmen
nehmen,aufnehmen,auf-,separable,Verb,"etwas aufheben , an sich nehmen oder zu sich nehmen übernehmen (beispielsweise einen Titel in ein Verzeichnis oder einen Gedanken in eine Diskussion) etwas beginnen , starten jemanden empfangen , unterbringen , Menschen in einem Gebäude beherbergen soziologisch : jemanden (in eine Gruppe ) integrieren , ein neues Mitglied bekommen (beispielsweise in einem Verein , in einer Gruppe ) etwas übernehmen, annehmen (beispielsweise eine Anleihe) einen Gegenstand in eine Halterung führen Technisch: ein Bild, eine Begebenheit, ein akustisches oder sonstiges Ereignis auf ein entsprechendes Trägermedium aufzeichnen Naturwissenschaften : absorbieren ein Gewässer aufnehmen: es als Nebenfluss haben, es in sich münden sehen",,,Der Hund nimmt den Stock meistens auf.,https://de.wiktionary.org/wiki/aufnehmen
nehmen,ausnehmen,aus-,separable,Verb,"transitiv : Eingeweide eines getöteten Tieres entfernen jemanden übervorteilen oder bestehlen eine Person oder einen Gegenstand ausschließen oder abweichend von einer Regel behandeln österreichisch : getrennt wahrnehmen reflexiv : einen gewissen Eindruck erwecken , in einer gewissen Weise erscheinen , sich geben",,,"Um einen Fisch auszunehmen, schneidet man ihn kurz hinter dem Schwanzende beginnend bis zum Kopf vorsichtig auf.",https://de.wiktionary.org/wiki/ausnehmen
nehmen,benehmen,be-,inseparable,Verb,"reflexiv : sich verhalten, sich auf bestimmte Weise in der Umwelt zeigen veraltet , reflexiv , sich mit jemandem benehmen : sich mit jemandem verständigen gehoben : jemandem etwas nehmen",,,"„Man kann einem Menschen nicht den Boden unter den Füßen wegziehen und erwarten, er werde sich normal benehmen. “",https://de.wiktionary.org/wiki/benehmen
nehmen,durchnehmen,durch-,ambiguous,Verb,"transitiv : einen Lehrstoff erarbeiten , behandeln",,,In der Schule nahmen wir heute den Impressionismus durch.,https://de.wiktionary.org/wiki/durchnehmen
nehmen,einnehmen,ein-,separable,Verb,"Militär : eine Befestigung erobern jemanden für sich einnehmen: die Sympathie von jemandem gewinnen etwas dem Körper oral zuführen ; zu sich nehmen , aufnehmen umfassen eine Position oder einen Rang : besetzen ; haben ; darstellen ; sein ; übernehmen beziehen Geld verdienen",,,"Das 19. Kapitel des Romans Simplicissimus handelt davon, wie Hanau vom Held und wie der Held von Hanau eingenommen wird.",https://de.wiktionary.org/wiki/einnehmen
nehmen,entnehmen,ent-,inseparable,Verb,"etwas herausnehmen aus etwas übertragen : schließen aus, durch Schlussfolgerung erkennen",,,"Wenn du welche brauchst, kannst du gerne Kugelschreiber aus dem Karton dort vorne entnehmen.",https://de.wiktionary.org/wiki/entnehmen
nehmen,fortnehmen,fort-,separable,Verb,"etwas (oder jemanden) wegnehmen, entfernen jemandem etwas (oder jemanden), was dieser hat, wegnehmen, es sich (vorübergehend) aneignen",,,Die Friseurin schneidet und fragt: ‚Soll ich noch etwas mehr fortnehmen ?‘,https://de.wiktionary.org/wiki/fortnehmen
nehmen,hernehmen,her-,separable,Verb,"etwas irgendwie beschaffen , etwas von irgendwoher holen mitnehmen , beanspruchen : psychisch oder physisch stark belasten benutzen , verwenden Mehrere Bedeutungen fehlen noch. (österreichisch) siehe Duden online „ hernehmen “",,,"„Da sagten die Jünger zu ihm: Wo sollen wir in dieser Wüste so viel Brot hernehmen, um so viele Menschen satt zu machen?“",https://de.wiktionary.org/wiki/hernehmen
nehmen,hinnehmen,hin-,separable,Verb,"eine Aussage , Handlung oder ein Ereignis von negativer Natur akzeptieren , dulden oder sich dem widerspruchslos fügen etwas/jemanden mit hinnehmen: etwas/jemanden zu dem Ort bringen, wo man selbst gerade auf dem Weg hin ist",,,Wie kannst du sein Verhalten einfach so hinnehmen?,https://de.wiktionary.org/wiki/hinnehmen
nehmen,mitnehmen,mit-,separable,Verb,"Personen oder Dinge persönlich oder mit eigenem Transportmittel zu einem Ort bringen übertragen : behalten , zu seinem Besitz machen (beispielsweise kostenlose Ware ) jemanden oder etwas so stark belasten , dass es negative Folgen hat",,,Kannst du meinen Bruder zum Bahnhof mitnehmen?,https://de.wiktionary.org/wiki/mitnehmen
nehmen,unternehmen,unter-,ambiguous,Verb,"etwas durchführen, in die Tat umsetzen (meist zusammen) irgendwohin gehen und etwas tun, was viel Vergnügen bereitet etwas tun, um gegen ein Hindernis oder Problem voranzugehen",,,"Die Lehrer beschlossen, eine Besprechung bezüglich der Schüler zu unternehmen.",https://de.wiktionary.org/wiki/unternehmen
nehmen,vernehmen,ver-,inseparable,Verb,Schall mit den Ohren wahrnehmen bei einer Behörde einen Verdächtigen oder einen Zeugen befragen,,,"Ich lausche intensiv, aber ich kann absolut nichts vernehmen, es ist völlig still hier.",https://de.wiktionary.org/wiki/vernehmen
nehmen,vornehmen,vor-,separable,Verb,"Bedeutung ( machen ) wird oft benutzt, um einen Satz in ein Substantiv umzuschreiben. Zum Beispiel: „ Der Bürgermeister nahm die Eröffnung der Ausstellung vor “ (statt „ … eröffnete die Ausstellung “). Dieser Stil ist üblich im Beamtendeutschen .",,,Der Arzt nimmt eine gründliche Untersuchung vor.,https://de.wiktionary.org/wiki/vornehmen
nehmen,wegnehmen,weg-,separable,Verb,"unerlaubterweise in seinen Besitz bringen etwas von dem Ort entfernen, an dem es liegt/steht reflexiv : sich etwas von dem greifen, was angeboten daliegt weniger werden lassen, reduzieren unpersönlich : für sich beanspruchen",,,"Es war ganz leicht, dem Kind seinen Lolli wegzunehmen .",https://de.wiktionary.org/wiki/wegnehmen
nehmen,zunehmen,zu-,separable,Verb,"größer werden zunehmen an: eine Eigenschaft oder einen Besitz vergrößern Gewicht : schwerer oder dicker werden Mond , Venus , Merkur : den von der Erde aus sichtbaren beleuchteten Teil vergrößern",,,Er erfreute sich zunehmender Beliebtheit.,https://de.wiktionary.org/wiki/zunehmen
nehmen,zurücknehmen,zurück-,separable,Verb,"etwas wieder annehmen , was man schon einmal hatte, wieder in Besitz nehmen etwas Geschehenes/Gesagtes ungeschehen/ungesagt machen, etwas berichtigen reflexiv : weniger intensiv/laut/dominant auftreten über Körperteile: nach hinten biegen Militär , über Truppen : nach hinten verlegen etwas, zum Beispiel Hitze oder Lautstärke, auf eine weniger intensive Stufe einstellen Brettspiel : einen Zug rückgängig machen",,,Würden Sie den Scanner auch wieder zurücknehmen ?,https://de.wiktionary.org/wiki/zur%C3%BCcknehmen
nehmen,zusammennehmen,zusammen-,separable,Verb,"einzelne Teile oder Personen gemeinsam behandeln, sie sammeln und vereinen, Dinge/Aspekte bündeln reflexiv : seine Gefühle beherrschen, vernünftig auftreten und handeln Gesagtes und Getanes zusammenfassen, als Gesamtheit betrachten",,,"Wenn ich jeweils drei Fäden zusammennehme , wird der Zopf nachher dicker.",https://de.wiktionary.org/wiki/zusammennehmen
nehmen,übernehmen,über-,ambiguous,Verb,"sich etwas von jemandem nehmen, zu eigen machen; jemandem etwas wegnehmen reflexiv: sich zu viel zumuten , sich selbst überlasten etwas von jemand anderem verwenden, sich etwas zu eigen machen",,,Ich übernehme diese Arbeit gerne.,https://de.wiktionary.org/wiki/%C3%BCbernehmen
schlagen,abschlagen,ab-,separable,Verb,"etwas mit Gewalt abtrennen Sport , Fußball : (als Torwart) den Ball aus der Hand mit dem Fuß ins Spiel bringen Sport , Golfspiel : den Ball zu Beginn einer Spielbahn vom Tee schlagen einen feindlichen Angriff parieren , zurückschlagen jemandem etwas verweigern ein Zelt abbauen Sport , Kampfsport : durch ein mit einer freien Gliedmaße erzeugtes Geräusch aufgeben Mehrere Bedeutungen fehlen noch. — Kommentar: siehe DWDS (>15 Bedeutungen) oder Grimm2 (>10 Bedeutungen)",,,"„Nachdem sie lange herumgezogen waren, kamen sie in eine Stadt, worin eine schöne, aber übermütige Königstochter war, die hatte bekanntmachen lassen, wer ihr ein Rätsel vorlegte, das sie nicht erraten könnte, der sollte ihr Gemahl werden: erriete sie es aber, so müßte er sich das Haupt abschlagen lassen.“",https://de.wiktionary.org/wiki/abschlagen
schlagen,anschlagen,an-,separable,Verb,"gegen etwas schlagen , etwas mit Kraft kurz berühren [1a] Kinderspiel : beim Verstecken zum Ziel rennen und dieses kurz berühren [1b] Sport : am Ziel / an der Beckenwand anschlagen: das Ziel / die Beckenwand kurz berühren, so dass die Zeit stoppt [1c] Schreibmaschine : die Buchstaben 'A', 'B', 'C', etc., anschlagen: die Taste mit einem bestimmten Buchstaben schnell und heftig niederdrücken , damit der Typenhebel auf das Papier niedersaust [1d] Musik , Klavier , die Tasten anschlagen : Tasten niederdrücken und damit Töne erzeugen ; Saiteninstrument : die Saiten anschlagen: hartes , schnelles Treffen der Saiten, anstatt sie zu zupfen ; einen Klang / Ton durch einen kurzen Schlag erzeugen (beispielsweise bei einem Gong ) etwas befestigen [2a] Seglersprache : Segel anschlagen: ein Segel zum Hochziehen (= Hissen ) vorbereiten , indem es am Mast , Baum oder dem stehenden Gut befestigt wird; eine Schot anschlagen: ein Tau zur Bedienung des Segels befestigen [2b] Bergmannsprache : den Förderwagen / die Lore anschlagen: anhängen , verbinden [2c] eine Anzeige / Nachricht anschlagen: etwas (beispielsweise an einem Baum / Laternenpfahl ) so befestigen , dass es jeder sehen kann Medizin , Pharmazie : eine erhoffte Wirkung haben Hunde : kurz warnend bellen [4a] figurativ : einen Schwellwert überschreiten (beispielsweise von Messtechnik / Sensoren ) etwas einschätzen ; etwas als wichtig / unwichtig ansehen Sport : ein anderes Tempo anschlagen: in verändertem Tempo laufen einen ruhigen / sachlichen / moderaten Ton anschlagen: in bestimmter Art und Weise sprechen etwas (beispielsweise Porzellan ) meist unabsichtlich so beschädigen , dass es noch funktionsfähig ist, aber einen optischen Makel hat veraltend : ein Gewehr anlegen und zielen , um gleich abzudrücken mit Hilfsverb sein : sich heftig stoßen Mehrere Bedeutungen fehlen noch.",,,[1a],https://de.wiktionary.org/wiki/anschlagen
schlagen,aufschlagen,auf-,separable,Verb,"im Fallen hart aufprallen sich mit heftiger, rascher Bewegung so weit öffnen, wie es geht auflodern",,,"Der Lehrer schlug hart mit dem Kopf auf der Tischkante auf, nachdem er über den Mülleimer gestolpert war.",https://de.wiktionary.org/wiki/aufschlagen
schlagen,ausschlagen,aus-,separable,Verb,"intransitiv, meist auf Pferde bezogen: (mit Hufen ) nach jemandem treten , schlagen transitiv: etwas mithilfe von einem oder mehreren Schlägen entfernen transitiv, landschaftlich : etwas von etwas befreien, indem darauf eingeschlagen wird transitiv: etwas mithilfe von Schlägen ersticken transitiv: etwas mit Textilien auskleiden, füttern [a] transitiv: etwas mit Hammerschlägen breit machen [b] transitiv: etwas mit Hammerschlägen herstellen transitiv: etwas nicht entgegennehmen, ablehnen transitiv, selten: etwas aus sich austreten lassen, ausschwitzen intransitiv: mit dem Schlagen aufhören transitiv, veraltet: jemanden schlagen , verprügeln transitiv, veraltet: ausstrecken transitiv, veraltet: (Speisen) anrichten transitiv, veraltet: parieren transitiv, veraltet: etwas (Unangenehmes) aus dem Kopf oder Herzen vertreiben, verjagen intransitiv, veraltet: einen Kampf zu Ende bringen intransitiv, veraltet: den ersten Schlag ausführen transitiv, Forstwesen : einen Baum mit dem Waldeisen markieren transitiv, Gerberei : Felle aus dem Äscher nehmen und aufhängen Hilfsverb haben oder sein , intransitiv aus dem Gleichgewicht oder aus der Ruhe geraten anzeigen, dass etwas nicht mehr im Gleichgewicht oder im Ruhezustand ist neue Triebe bekommen Hilfsverb sein , intransitiv selten: austreten eine bestimmte Entwicklung nehmen, werden veraltet: als Ausschlag hervorkommen",,,"Stell dich nicht hinter den Hengst Hannibal, er schlägt sonst aus.",https://de.wiktionary.org/wiki/ausschlagen
schlagen,beschlagen,be-,inseparable,Verb,"transitiv : einem Pferd mit vierkantigen – sich beim Eindringen krümmenden – Nägeln je ein Hufeisen von unten an die Hufe nageln reflexiv : sich mit einem (feuchten) Überzug zum Beispiel Kondenswasser überziehen transitiv , schweizerisch : von etwas handeln, für etwas gelten transitiv , jägersprachlich : den Geschlechtsverkehr vollziehen, vom Schalenwild transitiv , seemannssprachlich : festmachen, von den Segeln Mehrere Bedeutungen fehlen noch.",,,Er ließ sein Pferd vom Schmied beschlagen.,https://de.wiktionary.org/wiki/beschlagen
schlagen,durchschlagen,durch-,ambiguous,Verb,"mit einem Schlag (mit einem Werkzeug oder mit der Hand) in mehrere Teile zerlegen mit Schlägen erreichen, dass etwas durch etwas komplett hindurchdringt ein Loch, eine Öffnung in eine Mauer oder Ähnliches brechen (besonders Lebensmittel) durch ein Sieb drücken, passieren veraltende Bedeutung : ein Dokument mit Hilfe von Kohlepapier mit Zweitschrift (Durchschlag) schreiben",,,Max schlägt mit der bloßen Hand einen Bretterstapel durch.,https://de.wiktionary.org/wiki/durchschlagen
schlagen,einschlagen,ein-,separable,Verb,"intransitiv , auf jemanden ( Akkusativ ) : jemandem oder etwas Hiebe versetzen intransitiv : mit Wucht auf eine Oberfläche auftreffen und diese durchbrechen transitiv : etwas in eine Oberfläche durch Schläge hineintreiben transitiv : Schrift oder Ornamente in eine Oberfläche mit Hilfe eines Meißels einbringen transitiv : etwas durch stumpfe Gewalteinwirkung zerstören transitiv : etwas umwickeln oder einhüllen intransitiv : (durch Handschlag ) zustimmen transitiv , auch übertragen : die Bewegung in eine bestimmte Richtung ändern transitiv , Forstwirtschaft : (bestimmte Menge) Holz fällen transitiv , Schneiderhandwerk : den Saum von Textilien umlegen, falten und verkürzen transitiv , Gartenbau : wurzelnackte Pflanzen oder Ableger vorläufig mit etwas feuchter Erde bedecken intransitiv , umgangssprachlich : Anklang finden, Erfolg haben",,,"Er schlug so heftig auf seinen Gegner ein, dass er zu Boden ging.",https://de.wiktionary.org/wiki/einschlagen
schlagen,entschlagen,ent-,inseparable,Verb,"mit Genitiv , veraltet , selten , gehoben , reflexiv : sich innerlich frei machen von einer Sache, sich von etwas befreien, auf etwas verzichten",,,"„Seit längerer Zeit hatte er sich der Gewohnheit entschlagen, zu wissen, den wievielten Tag des Monats oder auch nur welchen Monat, ja sogar welche Jahreszahl man schrieb.“",https://de.wiktionary.org/wiki/entschlagen
schlagen,erschlagen,er-,inseparable,Verb,"jemanden oder etwas durch einen oder mehrere kräftige Hiebe töten jemanden oder etwas heftig treffen und dadurch töten als unpersönliches Verb : in hohem Maße beeindrucken, beschäftigen, fordern übertragen : jemanden mit Worten, Zahlen, Fakten überfluten",,,Er wurde mit einem stumpfen Gegenstand erschlagen.,https://de.wiktionary.org/wiki/erschlagen
schlagen,geschlagen,ge-,inseparable,Verb,ge·schla·gen,,,,https://de.wiktionary.org/wiki/geschlagen
schlagen,losschlagen,los-,separable,Verb,"mit einem Schlagwerkzeug lösen mit Schlägen attackieren als erster mit Kampfhandlungen beginnen, angreifen umgangssprachlich: veräußern, loswerden, zu Geld machen",,,Als erstes sollten wir die alten Fliesen im Bad losschlagen.,https://de.wiktionary.org/wiki/losschlagen
schlagen,nachschlagen,nach-,separable,Verb,"transitiv , intransitiv , Hilfsverb haben : in einem Buch nach einer Information suchen intransitiv , mit Dativ, Hilfsverb sein : so oder so ähnlich sein/werden, wie eine andere Person, die Vorfahr ist oder bedeutenden Einfluss auf die Entwicklung hat",,,"Er wusste nichts darüber, aber er wollte es nachschlagen.",https://de.wiktionary.org/wiki/nachschlagen
schlagen,umschlagen,um-,ambiguous,Verb,"Hilfsverb haben : etwas wenden , so dass eine andere Seite zum Vorschein kommt Hilfsverb sein : zum Beispiel über Wetter/Stimmung/Wein: sich verändern , von gut zu schlecht oder andersherum Hilfsverb sein : kippen und umfallen/sich drehen Hilfsverb haben : mit Absicht zum Umfallen bringen Hilfsverb sein , über die Stimme : kippen Hilfsverb haben , über Waren : bewegen Hilfsverb haben , auch reflexiv : ein Kleidungsstück überwerfen oder auch sich eine Decke umlegen",,,"Man hört nicht früher auf zu lesen, bis man das letzte Blatt umgeschlagen hat.",https://de.wiktionary.org/wiki/umschlagen
schlagen,unterschlagen,unter-,ambiguous,Verb,Gliedmaßen übereinander verkreuzen,,,Mit untergeschlagenen Beinen saß sie in der Sofaecke.,https://de.wiktionary.org/wiki/unterschlagen
schlagen,verschlagen,ver-,inseparable,Verb,"versehentlich die aktuell beachtete Seite eines Buches zuschlagen und eine andere aufschlagen an eine Stelle geraten , an die man ursprünglich nicht hinkommen wollte regional: jemandem mit Schlägen körperliche Schmerzen zufügen jemandem etwas verschlagen: abrupt dafür sorgen, dass etwas nicht mehr ist Sport : einen Ball so treffen, dass er nicht dort landet, wo geplant Kochen : eine flüssige Masse mit einer Gabel oder einem Schneebesen mit etwas anderem vermischen mit Brettern versehen, zum Beispiel abteilen oder zunageln",,,"Au, jetzt habe ich die Seite verschlagen.",https://de.wiktionary.org/wiki/verschlagen
schlagen,vorschlagen,vor-,separable,Verb,"transitiv : einen Vorschlag machen; eine Empfehlung machen, die abgelehnt werden kann",,,"Ich schlage vor , dass wir zuerst die Grundlagen besprechen.",https://de.wiktionary.org/wiki/vorschlagen
schlagen,wegschlagen,weg-,separable,Verb,mit einem oder mehreren Schlägen entfernen,,,"In dem Moment, als ihr der Arm weggeschlagen wurde, ließ sie sich zu Boden fallen und rollte sich zur Seite.",https://de.wiktionary.org/wiki/wegschlagen
schlagen,zerschlagen,zer-,inseparable,Verb,"transitiv : etwas mit einem oder mehreren kräftigen Hieben zerstören transitiv , übertragen : eine gegnerische Gruppe von Menschen unschädlich machen transitiv : etwas in kleinere Einheiten aufteilen reflexiv : scheitern , nicht zum Erfolg führen",,,Wir könnten den Schrank zerschlagen und verbrennen.,https://de.wiktionary.org/wiki/zerschlagen
schlagen,zurückschlagen,zurück-,separable,Verb,"sich wehren , wenn man angegriffen ( geschlagen ) wird; als Reaktion auf einen Angriff selbst angreifen Angreifer in die Flucht schlagen unpersönlich , Hilfsverb sein , über einen Gegenstand, etwas, das sich nach vorne bewegt hat : sich mit Wucht schnell in die andere Richtung bewegen über eine weiche Abdeckung: anheben und zur Seite biegen, so dass das vorher Verdeckte sichtbar wird über einen Ball oder Ähnliches: in die Richtung dessen spielen, der abspielte über das Umdrehen von Seiten in einem Buch: zurückblättern im weiteren Zeitverlauf einen negativen Einfluss auf etwas zeigen",,,"Er hat mir eine Ohrfeige gegeben, aber ich habe nicht zurückgeschlagen .",https://de.wiktionary.org/wiki/zur%C3%BCckschlagen
schlagen,zusammenschlagen,zusammen-,separable,Verb,"Hilfsverb haben , transitiv : heftig gegeneinanderschlagen Hilfsverb haben , transitiv : durch körperliche Gewalt massiv verletzen Hilfsverb haben , transitiv : durch körperliche Gewalt unbrauchbar machen Hilfsverb sein , intransitiv , von Flüssigkeiten : über einer Person sich treffen Hilfsverb haben , transitiv , von beschreibbarem Material : schließen Hilfsverb haben , transitiv : aus Holz notdürftig konstruieren",,,"„Diese Steine waren vor allem bearbeitet worden, um sie als Messer, Speer oder Pfeilspitzen zu gebrauchen – und nicht, um Feuer zu schlagen, denn das Zusammenschlagen von zwei Feuersteinen erzeugt zwar Funken, doch sind diese zu kalt und kurzlebig.“",https://de.wiktionary.org/wiki/zusammenschlagen
