base,derived,sense_id,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,example_de,example_es,example_en,example_de_with_blank,answer,present_example_de,perfect_example_de,construction,construction_es,register,difficulty,frequency_bucket,is_reflexive,takes_accusative,takes_dative,fixed_preposition,present_3sg,perfect_auxiliary,participle_ii,separable_sentence_pattern,is_quality_ok,quality_flags,anki_hint_es,wiktionary_url,source
legen,weglegen,1,weg-,separable,Verb,transitiv : etwas von seiner Stelle entfernen und woanders belassen,poner aparte,,Leg doch endlich mal das Buch weg ; es stört hier!,Leg doch endlich mal das Buch weg ; es stört hier!,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/weglegen,wiktionary
legen,zerlegen,1,zer-,inseparable,Verb,"transitiv : etwas in seine Komponenten aufteilen, in seine Einzelteile auflösen","desmontar, desarmar, descomponer",dismantle,Die neue Fräsmaschine wurde in ihre Einzelteile zerlegt.,Die neue Fräsmaschine wurde in ihre Einzelteile zerlegt.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zerlegen,wiktionary
legen,zulegen,1,zu-,separable,Verb,größer werden,"incrementar, aumentar","add, gain, increase","Die Investitionen in Immobilien legten um 6,2 Prozent zu .","Die Investitionen in Immobilien legten um 6,2 Prozent zu .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zulegen,wiktionary
legen,zurücklegen,1,zurück-,separable,Verb,"eine Strecke bewältigen , durchmessen",reclinar,cover,Das Flugzeug legt in einer Stunde etwa 800 Kilometer zurück.,Das Flugzeug legt in einer Stunde etwa 800 Kilometer zurück.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zur%C3%BCcklegen,wiktionary
legen,zusammenlegen,1,zusammen-,separable,Verb,"etwas, das an getrennten Orten ist/liegt an einem Ort zusammenführen",,,"Die beiden Kommunen haben sich darauf geeinigt, ihre Planungsabteilungen zusammenzulegen .","Die beiden Kommunen haben sich darauf geeinigt, ihre Planungsabteilungen zusammenzulegen .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zusammenlegen,wiktionary
liegen,anliegen,1,an-,separable,Verb,"mit etwas in unmittelbarem Kontakt sein, zum Beispiel an eine andere topographische Fläche grenzen",,be adjacent,"Nun sind es aber nicht nur diese niedrigen Oerter, die an der See anliegen / als Holland und Seeland; sondern auch der gröste Theil von Flandern und Brabant, ob sie schon nicht so niedrig liegen, sondern vielmehr in einer solchen Höhe/ daß ihnen keine Uberschwemmung der See im geringsten schaden kan, wenn auch gleich die Sand Hügel und Duyns am Strand noch so sehr durchbrochen oder abgegraben würden, so liegen sie dennoch so gleich und eben, als Holland und Seeland selbst.","Nun sind es aber nicht nur diese niedrigen Oerter, die an der See anliegen / als Holland und Seeland; sondern auch der gröste Theil von Flandern und Brabant, ob sie schon nicht so niedrig liegen, sondern vielmehr in einer solchen Höhe/ daß ihnen keine Uberschwemmung der See im geringsten schaden kan, wenn auch gleich die Sand Hügel und Duyns am Strand noch so sehr durchbrochen oder abgegraben würden, so liegen sie dennoch so gleich und eben, als Holland und Seeland selbst.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/anliegen,wiktionary
liegen,beiliegen,1,bei-,separable,Verb,in einem Konvolut ebenfalls vorhanden sein,,,Die entsprechenden Unterlagen liegen bei .,Die entsprechenden Unterlagen liegen bei .,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/beiliegen,wiktionary
liegen,einliegen,1,ein-,separable,Verb,veraltet :,,,Das Heer lag in einem Vorort von Dubrovnik ein .,Das Heer lag in einem Vorort von Dubrovnik ein .,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/einliegen,wiktionary
liegen,erliegen,1,er-,inseparable,Verb,an etwas sterben,,succumb,"Müller erwarb sich hohe Verdienste um den Wiederaufbau des Seminarbetriebs nach 1945 und hat in der Lehrtätigkeit, solange die Lehrkanzel nach Kriegsende unbesetzt war, überdurchschnittliche Leistungen erbracht; den sich selbst zugemuteten Anstrengungen ist er erlegen .","Müller erwarb sich hohe Verdienste um den Wiederaufbau des Seminarbetriebs nach 1945 und hat in der Lehrtätigkeit, solange die Lehrkanzel nach Kriegsende unbesetzt war, überdurchschnittliche Leistungen erbracht; den sich selbst zugemuteten Anstrengungen ist er erlegen .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/erliegen,wiktionary
liegen,vorliegen,1,vor-,separable,Verb,"Material, Unterlagen: physisch an einem Ort vorhanden sein","existir, haber",present,"Schon kurz darauf scheint das Interesse an der Kapelle nachgelassen haben, da kaum noch schriftliche Zeugnisse vorliegen.","Schon kurz darauf scheint das Interesse an der Kapelle nachgelassen haben, da kaum noch schriftliche Zeugnisse vorliegen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vorliegen,wiktionary
liegen,zurückliegen,1,zurück-,separable,Verb,intransitiv :,,date far back,Das Eozän liegt schon lange zurück.,Das Eozän liegt schon lange zurück.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zur%C3%BCckliegen,wiktionary
liegen,zusammenliegen,1,zusammen-,separable,Verb,intransitiv :,,,"Obwohl beide Gebäude recht dicht zusammenliegen (es werden sogar dieselben Start- und Landebahnen genutzt), ist das Umsteigen nur über öffentliche Straßen möglich, die in Manila chronisch überlastet sind.","Obwohl beide Gebäude recht dicht zusammenliegen (es werden sogar dieselben Start- und Landebahnen genutzt), ist das Umsteigen nur über öffentliche Straßen möglich, die in Manila chronisch überlastet sind.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zusammenliegen,wiktionary
nehmen,abnehmen,1,ab-,separable,Verb,von einer Stelle entfernen [1a] von einem Gegenstand herunterholen [1b] vom Kopf herunternehmen [1c] chirurgisch entfernen,bajar,"take off, remove",[1a] Die Birnen sind reif. Wir müssen sie noch heute abnehmen.,[1a] Die Birnen sind reif. Wir müssen sie noch heute abnehmen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/abnehmen,wiktionary
nehmen,annehmen,1,an-,separable,Verb,eine Vermutung anstellen,"suponer, asumir","assume, premise, suppose","Ich nehme an, hier geht es zum Hauptbahnhof.","Ich nehme an, hier geht es zum Hauptbahnhof.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/annehmen,wiktionary
nehmen,aufnehmen,1,auf-,separable,Verb,transitiv :,"recoger, tomar",pick up,Der Hund nimmt den Stock meistens auf.,Der Hund nimmt den Stock meistens auf.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/aufnehmen,wiktionary
nehmen,ausnehmen,1,aus-,separable,Verb,transitiv :,destripar,dress,"Um einen Fisch auszunehmen, schneidet man ihn kurz hinter dem Schwanzende beginnend bis zum Kopf vorsichtig auf.","Um einen Fisch auszunehmen, schneidet man ihn kurz hinter dem Schwanzende beginnend bis zum Kopf vorsichtig auf.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/ausnehmen,wiktionary
nehmen,benehmen,1,be-,inseparable,Verb,"reflexiv : sich verhalten, sich auf bestimmte Weise in der Umwelt zeigen",comportar,behave,"Man kann einem Menschen nicht den Boden unter den Füßen wegziehen und erwarten, er werde sich normal benehmen.","Man kann einem Menschen nicht den Boden unter den Füßen wegziehen und erwarten, er werde sich normal benehmen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/benehmen,wiktionary
nehmen,einnehmen,1,ein-,separable,Verb,Militär : eine Befestigung erobern,"tomar, conquistar","occupy, capture","Das 19. Kapitel des Romans Simplicissimus handelt davon, wie Hanau vom Held und wie der Held von Hanau eingenommen wird.","Das 19. Kapitel des Romans Simplicissimus handelt davon, wie Hanau vom Held und wie der Held von Hanau eingenommen wird.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/einnehmen,wiktionary
nehmen,entnehmen,1,ent-,inseparable,Verb,etwas herausnehmen aus etwas,,"take, extract","Wenn du welche brauchst, kannst du gerne Kugelschreiber aus dem Karton dort vorne entnehmen.","Wenn du welche brauchst, kannst du gerne Kugelschreiber aus dem Karton dort vorne entnehmen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/entnehmen,wiktionary
nehmen,fortnehmen,1,fort-,separable,Verb,"etwas (oder jemanden) wegnehmen, entfernen",,,Die Friseurin schneidet und fragt: ‚Soll ich noch etwas mehr fortnehmen ?,Die Friseurin schneidet und fragt: ‚Soll ich noch etwas mehr fortnehmen ?,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/fortnehmen,wiktionary
nehmen,hernehmen,1,her-,separable,Verb,"etwas irgendwie beschaffen , etwas von irgendwoher holen",,,"Da sagten die Jünger zu ihm: Wo sollen wir in dieser Wüste so viel Brot hernehmen, um so viele Menschen satt zu machen?","Da sagten die Jünger zu ihm: Wo sollen wir in dieser Wüste so viel Brot hernehmen, um so viele Menschen satt zu machen?",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/hernehmen,wiktionary
nehmen,hinnehmen,1,hin-,separable,Verb,"eine Aussage , Handlung oder ein Ereignis von negativer Natur akzeptieren , dulden oder sich dem widerspruchslos fügen","aguantar, aceptar",take,Wie kannst du sein Verhalten einfach so hinnehmen?,Wie kannst du sein Verhalten einfach so hinnehmen?,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/hinnehmen,wiktionary
nehmen,mitnehmen,1,mit-,separable,Verb,transitiv :,"llevar, consigo",take with,Kannst du meinen Bruder zum Bahnhof mitnehmen?,Kannst du meinen Bruder zum Bahnhof mitnehmen?,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/mitnehmen,wiktionary
nehmen,vernehmen,1,ver-,inseparable,Verb,transitiv :,"interrogar, inquirir",hear,"Ich lausche intensiv, aber ich kann absolut nichts vernehmen, es ist völlig still hier.","Ich lausche intensiv, aber ich kann absolut nichts vernehmen, es ist völlig still hier.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vernehmen,wiktionary
nehmen,vornehmen,1,vor-,separable,Verb,etwas selbst ausführen oder stattfinden lassen,"efectuar, realizar","conduct, carry out",Der Arzt nimmt eine gründliche Untersuchung vor.,Der Arzt nimmt eine gründliche Untersuchung vor.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vornehmen,wiktionary
nehmen,wegnehmen,1,weg-,separable,Verb,unerlaubterweise in seinen Besitz bringen,quitar,take away,"Es war ganz leicht, dem Kind seinen Lolli wegzunehmen .","Es war ganz leicht, dem Kind seinen Lolli wegzunehmen .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/wegnehmen,wiktionary
nehmen,zunehmen,1,zu-,separable,Verb,größer werden,aumentar,increase,Er erfreute sich zunehmender Beliebtheit.,Er erfreute sich zunehmender Beliebtheit.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zunehmen,wiktionary
nehmen,zurücknehmen,1,zurück-,separable,Verb,"etwas wieder annehmen , was man schon einmal hatte, wieder in Besitz nehmen",,take back,Würden Sie den Scanner auch wieder zurücknehmen ?,Würden Sie den Scanner auch wieder zurücknehmen ?,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zur%C3%BCcknehmen,wiktionary
nehmen,zusammennehmen,1,zusammen-,separable,Verb,"einzelne Teile oder Personen gemeinsam behandeln, sie sammeln und vereinen, Dinge/Aspekte bündeln",,gather up,"Wenn ich jeweils drei Fäden zusammennehme , wird der Zopf nachher dicker.","Wenn ich jeweils drei Fäden zusammennehme , wird der Zopf nachher dicker.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zusammennehmen,wiktionary
schlagen,abschlagen,1,ab-,separable,Verb,etwas mit Gewalt abtrennen,,"knock off, beat","Nachdem sie lange herumgezogen waren, kamen sie in eine Stadt, worin eine schöne, aber übermütige Königstochter war, die hatte bekanntmachen lassen, wer ihr ein Rätsel vorlegte, das sie nicht erraten könnte, der sollte ihr Gemahl werden: erriete sie es aber, so müßte er sich das Haupt abschlagen lassen.","Nachdem sie lange herumgezogen waren, kamen sie in eine Stadt, worin eine schöne, aber übermütige Königstochter war, die hatte bekanntmachen lassen, wer ihr ein Rätsel vorlegte, das sie nicht erraten könnte, der sollte ihr Gemahl werden: erriete sie es aber, so müßte er sich das Haupt abschlagen lassen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/abschlagen,wiktionary
schlagen,anschlagen,1,an-,separable,Verb,Hilfsverb haben :,,touch,[1a],[1a],,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/anschlagen,wiktionary
schlagen,aufschlagen,1,auf-,separable,Verb,"intransitiv , Hilfsverb sein , kein Zustandspassiv :","partir, romper",serve,"Der Lehrer schlug hart mit dem Kopf auf der Tischkante auf, nachdem er über den Mülleimer gestolpert war.","Der Lehrer schlug hart mit dem Kopf auf der Tischkante auf, nachdem er über den Mülleimer gestolpert war.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/aufschlagen,wiktionary
schlagen,ausschlagen,1,aus-,separable,Verb,Hilfsverb haben,"forrar, revestir",dislodge,"Stell dich nicht hinter den Hengst Hannibal, er schlägt sonst aus.","Stell dich nicht hinter den Hengst Hannibal, er schlägt sonst aus.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/ausschlagen,wiktionary
schlagen,beschlagen,1,be-,inseparable,Verb,transitiv : einem Pferd mit vierkantigen – sich beim Eindringen krümmenden – Nägeln je ein Hufeisen von unten an die Hufe nageln,herrar,shoe,Er ließ sein Pferd vom Schmied beschlagen.,Er ließ sein Pferd vom Schmied beschlagen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/beschlagen,wiktionary
schlagen,einschlagen,1,ein-,separable,Verb,"intransitiv , auf jemanden ( Akkusativ ) : jemandem oder etwas Hiebe versetzen",golpear,"hit, thrash","Er schlug so heftig auf seinen Gegner ein, dass er zu Boden ging.","Er schlug so heftig auf seinen Gegner ein, dass er zu Boden ging.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/einschlagen,wiktionary
schlagen,entschlagen,1,ent-,inseparable,Verb,"mit Genitiv , veraltet , selten , gehoben , reflexiv : sich innerlich frei machen von einer Sache, sich von etwas befreien, auf etwas verzichten",,,"Seit längerer Zeit hatte er sich der Gewohnheit entschlagen, zu wissen, den wievielten Tag des Monats oder auch nur welchen Monat, ja sogar welche Jahreszahl man schrieb.","Seit längerer Zeit hatte er sich der Gewohnheit entschlagen, zu wissen, den wievielten Tag des Monats oder auch nur welchen Monat, ja sogar welche Jahreszahl man schrieb.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/entschlagen,wiktionary
schlagen,erschlagen,1,er-,inseparable,Verb,jemanden oder etwas durch einen oder mehrere kräftige Hiebe töten,,slay,Er wurde mit einem stumpfen Gegenstand erschlagen.,Er wurde mit einem stumpfen Gegenstand erschlagen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/erschlagen,wiktionary
schlagen,losschlagen,1,los-,separable,Verb,mit einem Schlagwerkzeug lösen,,,Als erstes sollten wir die alten Fliesen im Bad losschlagen.,Als erstes sollten wir die alten Fliesen im Bad losschlagen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/losschlagen,wiktionary
schlagen,nachschlagen,1,nach-,separable,Verb,"transitiv , intransitiv , Hilfsverb haben : in einem Buch nach einer Information suchen","consultar, buscar","look up, consult","Er wusste nichts darüber, aber er wollte es nachschlagen.","Er wusste nichts darüber, aber er wollte es nachschlagen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/nachschlagen,wiktionary
schlagen,verschlagen,1,ver-,inseparable,Verb,versehentlich die aktuell beachtete Seite eines Buches zuschlagen und eine andere aufschlagen,,lose the page,"Au, jetzt habe ich die Seite verschlagen.","Au, jetzt habe ich die Seite verschlagen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/verschlagen,wiktionary
schlagen,vorschlagen,1,vor-,separable,Verb,"transitiv : einen Vorschlag machen; eine Empfehlung machen, die abgelehnt werden kann","proponer, sugerir","propose, suggest","Ich schlage vor , dass wir zuerst die Grundlagen besprechen.","Ich schlage vor , dass wir zuerst die Grundlagen besprechen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vorschlagen,wiktionary
schlagen,wegschlagen,1,weg-,separable,Verb,mit einem oder mehreren Schlägen entfernen,,,"In dem Moment, als ihr der Arm weggeschlagen wurde, ließ sie sich zu Boden fallen und rollte sich zur Seite.","In dem Moment, als ihr der Arm weggeschlagen wurde, ließ sie sich zu Boden fallen und rollte sich zur Seite.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/wegschlagen,wiktionary
schlagen,zerschlagen,1,zer-,inseparable,Verb,transitiv : etwas mit einem oder mehreren kräftigen Hieben zerstören,,break,Wir könnten den Schrank zerschlagen und verbrennen.,Wir könnten den Schrank zerschlagen und verbrennen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zerschlagen,wiktionary
schlagen,zurückschlagen,1,zurück-,separable,Verb,"sich wehren , wenn man angegriffen ( geschlagen ) wird; als Reaktion auf einen Angriff selbst angreifen",,,"Er hat mir eine Ohrfeige gegeben, aber ich habe nicht zurückgeschlagen .","Er hat mir eine Ohrfeige gegeben, aber ich habe nicht zurückgeschlagen .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zur%C3%BCckschlagen,wiktionary
schlagen,zusammenschlagen,1,zusammen-,separable,Verb,"Hilfsverb haben , transitiv : heftig gegeneinanderschlagen",,,"Diese Steine waren vor allem bearbeitet worden, um sie als Messer, Speer oder Pfeilspitzen zu gebrauchen – und nicht, um Feuer zu schlagen, denn das Zusammenschlagen von zwei Feuersteinen erzeugt zwar Funken, doch sind diese zu kalt und kurzlebig.","Diese Steine waren vor allem bearbeitet worden, um sie als Messer, Speer oder Pfeilspitzen zu gebrauchen – und nicht, um Feuer zu schlagen, denn das Zusammenschlagen von zwei Feuersteinen erzeugt zwar Funken, doch sind diese zu kalt und kurzlebig.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zusammenschlagen,wiktionary
schlagen,zuschlagen,1,zu-,separable,Verb,von Türen und dergleichen :,,,Vor lauter Wut hat er seine Zimmertür zugeschlagen.,Vor lauter Wut hat er seine Zimmertür zugeschlagen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zuschlagen,wiktionary
